episode,timestep,reward
1435,350000,278.3533
1444,352000,261.0194
1453,354000,239.5238
1462,356000,216.9705
1471,358000,240.416
1483,360000,97.0699
1496,362000,154.3735
1507,364000,239.4381
1518,366000,249.2107
1528,368000,282.563
1538,370000,232.0492
1548,372000,249.7452
1558,374000,277.4503
1569,376000,253.5752
1578,378000,275.7331
1589,380000,228.0852
1600,382000,247.4641
1610,384000,290.0451
1620,386000,274.3945
1631,388000,198.8557
1641,390000,279.4937
1652,392000,279.8106
1662,394000,261.9676
1672,396000,276.0715
1682,398000,226.2951
1692,400000,260.0546
1702,402000,262.9471
1712,404000,232.6568
1724,406000,238.2041
1736,408000,209.1251
1747,410000,279.4264
1757,412000,275.0096
1766,414000,201.7773
1776,416000,273.2834
1785,418000,211.8594
1796,420000,215.1174
1805,422000,275.7139
1817,424000,200.158
1826,426000,230.8561
1837,428000,211.3014
1847,430000,273.0213
1858,432000,255.0109
1869,434000,229.7428
1881,436000,234.4064
1891,438000,227.9927
1899,440000,217.2963
1910,442000,234.4568
1920,444000,249.7958
1931,446000,175.893
1939,448000,206.6607
1949,450000,243.3101
1957,452000,226.6822
1967,454000,252.9207
1973,456000,210.1137
1983,458000,272.9353
1994,460000,197.3723
2002,462000,269.0566
2012,464000,226.0762
2021,466000,252.1554
2032,468000,273.3334
2042,470000,224.4156
2053,472000,211.6137
2058,474000,190.1271
2066,476000,263.1078
2076,478000,254.7755
2083,480000,172.4065
2088,482000,224.4471
2093,484000,202.9859
2103,486000,256.3101
2113,488000,246.9382
2123,490000,268.5783
2129,492000,184.4213
2138,494000,245.4988
2148,496000,268.7089
2159,498000,256.6744
2167,500000,275.4647
2172,502000,254.4131
2181,504000,268.0465
2192,506000,257.9114
2205,508000,177.5236
2212,510000,201.1123
2221,512000,171.7092
2229,514000,255.1568
2237,516000,232.739
2248,518000,230.4462
2257,520000,245.8464
2266,522000,276.3176
2278,524000,231.2497
2287,526000,288.1737
2295,528000,262.3622
2303,530000,169.8365
2314,532000,268.6893
2325,534000,204.7843
2338,536000,181.9637
2342,538000,209.3982
2355,540000,138.0094
2361,542000,246.2681
2367,544000,191.5878
2376,546000,151.5099
2383,548000,270.6003
2394,550000,254.4607
2400,552000,250.2779
2402,554000,182.9739
2408,556000,202.4391
2412,558000,123.7796
2420,560000,223.4083
2426,562000,206.1853
2436,564000,273.9263
2446,566000,276.0355
2456,568000,271.0575
2467,570000,204.3619
2473,572000,232.0553
2484,574000,257.1075
2493,576000,193.5494
2503,578000,184.9673
2514,580000,251.541
2525,582000,221.7806
2534,584000,205.225
2542,586000,241.7052
2548,588000,253.3115
2555,590000,232.9898
2562,592000,256.6811
2572,594000,245.9078
2579,596000,273.9745
2588,598000,270.4545
2600,600000,252.2423
2607,602000,171.9785
2612,604000,245.0926
2623,606000,231.3226
2632,608000,273.6944
2642,610000,255.1556
2649,612000,190.964
2658,614000,220.5638
2666,616000,194.1228
2676,618000,253.8916
2687,620000,227.8284
2695,622000,255.9608
2701,624000,177.0526
2707,626000,252.4972
2712,628000,245.5709
2722,630000,281.5463
2731,632000,290.3289
2738,634000,218.5305
2744,636000,247.3258
2751,638000,225.5999
2760,640000,273.7775
2764,642000,233.3651
2774,644000,199.8515
2784,646000,277.6385
2794,648000,226.13
2804,650000,248.5701
2814,652000,227.4843
2826,654000,196.895
2832,656000,237.4393
2843,658000,200.2391
2853,660000,284.9423
2863,662000,250.0788
2874,664000,252.9988
2884,666000,254.4232
2891,668000,280.7074
2900,670000,230.7201
2907,672000,239.9315
2917,674000,266.4578
2928,676000,231.3052
2939,678000,248.6836
2947,680000,238.7921
2957,682000,226.7901
2965,684000,219.6608
2977,686000,240.837
2983,688000,252.4054
2990,690000,253.629
3000,692000,227.7003
3005,694000,249.4077
3012,696000,297.6364
3020,698000,274.1213
3024,700000,278.6948
3031,702000,260.1022
3039,704000,263.2561
3047,706000,291.0764
3053,708000,232.3615
3063,710000,274.3926
3073,712000,261.2156
3081,714000,279.5013
3092,716000,197.7507
3102,718000,290.7505
3113,720000,226.662
3125,722000,247.8938
3135,724000,276.358
3142,726000,106.8524
3151,728000,292.1098
3155,730000,224.0335
3165,732000,274.0216
3175,734000,277.7513
3182,736000,248.3568
3187,738000,282.2142
3197,740000,215.2731
3203,742000,210.3207
3214,744000,252.8035
3226,746000,232.1365
3236,748000,284.4093
3247,750000,239.2929
3257,752000,286.0272
3267,754000,236.3313
3274,756000,244.4274
3280,758000,227.0799
3291,760000,253.517
3297,762000,245.1833
3307,764000,222.4366
3317,766000,280.8071
3327,768000,286.9207
3338,770000,279.8704
3346,772000,284.4044
3352,774000,146.8486
3363,776000,210.8022
3375,778000,254.496
3382,780000,212.352
3393,782000,257.0186
3404,784000,250.4045
3415,786000,230.5138
3427,788000,216.6349
3438,790000,267.9861
3444,792000,208.7089
3455,794000,262.0288
3464,796000,286.2574
3475,798000,280.5512
3482,800000,215.8996
3491,802000,242.4923
3499,804000,274.4393
3508,806000,299.6808
3515,808000,242.7372
3521,810000,218.8247
3530,812000,282.2945
3540,814000,262.2588
3551,816000,276.1414
3561,818000,279.5585
3572,820000,259.7623
3580,822000,255.5946
3589,824000,269.013
3595,826000,251.7592
3600,828000,260.3535
3606,830000,253.8039
3616,832000,284.56
3619,834000,274.3135
3628,836000,265.1355
3635,838000,257.9626
3643,840000,272.394
3646,842000,221.22
3651,844000,220.7924
3658,846000,291.1951
3664,848000,250.1504
3670,850000,240.3042
3676,852000,249.9199
3679,854000,235.115
3688,856000,264.1343
3690,858000,21.7999
3696,860000,261.7816
3705,862000,287.8503
3715,864000,251.1523
3719,866000,230.1607
3723,868000,241.8452
3730,870000,225.7821
3734,872000,243.4675
3745,874000,264.3142
3755,876000,282.5871
3765,878000,260.075
3775,880000,276.3491
3787,882000,238.1865
3796,884000,245.8426
3799,886000,239.9339
3807,888000,198.0099
3817,890000,216.6569
3828,892000,257.746
3839,894000,228.4784
3843,896000,255.2907
3852,898000,232.5349
3861,900000,275.9858
3872,902000,231.9342
3882,904000,272.7631
3888,906000,262.1291
3898,908000,265.9759
3904,910000,222.5487
3914,912000,254.7371
3926,914000,170.8118
3936,916000,254.7062
3944,918000,270.9667
3951,920000,265.1573
3961,922000,281.8867
3965,924000,200.7475
3973,926000,263.4222
3983,928000,282.7178
3989,930000,270.0117
4000,932000,269.8609
4010,934000,258.6398
4020,936000,290.9101
4033,938000,222.7548
4045,940000,209.2511
4056,942000,282.566
4062,944000,253.033
4064,946000,126.1961
4070,948000,260.6178
4077,950000,247.9555
4088,952000,243.8553
4099,954000,240.4537
4109,956000,289.1074
4119,958000,286.2132
4127,960000,277.6929
4138,962000,250.1837
4149,964000,288.1937
4159,966000,260.1335
4172,968000,228.4408
4178,970000,231.9566
4191,972000,214.6034
4202,974000,235.8779
4214,976000,261.6194
4226,978000,212.6709
4236,980000,248.9827
4244,982000,197.2989
4253,984000,282.7195
4263,986000,249.0966
4269,988000,208.5041
4276,990000,226.5713
4286,992000,231.8887
4292,994000,210.8542
4302,996000,297.8281
4313,998000,277.4903
4323,1000000,253.9646
